street_address,city,state,zip5,geocode_score,geocode_precision,latitude,longitude
"222 CHRISTOPHER DR",PRINCETON,NJ,08540,0.965,range,40.348549,-74.699885
"222 CHRISTOPHER DR",PRINCETON,NJ,08540,0.965,range,40.348549,-74.699885
"207 S HARRISON ST",PRINCETON,NJ,08540,0.965,range,40.34826,-74.641196
"58 FAIRWAY DR",PRINCETON,NJ,08540,0.965,range,40.345776,-74.694626
"100 WILLIAM PATERSON CT",PRINCETON,NJ,08540,0.949,range,40.38659,-74.660095
"37 RIDGEVIEW RD",PRINCETON,NJ,08540,0.965,range,40.379646,-74.678106
"45 SPRUCE ST",PRINCETON,NJ,08542,1.0,range,40.354182,-74.653533
"22 CORDOVA RD",PRINCETON,NJ,08540,0.965,range,40.383323,-74.63243
"19 WOODLAND DR",PRINCETON,NJ,08540,0.965,range,40.369392,-74.664624
"19 WOODLAND DR",PRINCETON,NJ,08540,0.965,range,40.369392,-74.664624
"448 EWING ST",PRINCETON,NJ,08540,0.965,range,40.36539,-74.655546
"21 ANDREWS LN",PRINCETON,NJ,08540,0.965,range,40.368516,-74.665806
"360 FRANKLIN AVE",PRINCETON,NJ,08540,0.613,street,40.06175,-74.260938
"130 ARRETON RD",PRINCETON,NJ,08540,0.965,range,40.382956,-74.667975
"41 ARMOUR RD",PRINCETON,NJ,08540,0.965,range,40.345044,-74.671006
"49 TREWBRIDGE CT",PRINCETON,NJ,08540,0.542,street,40.301254,-74.525584
"49 RANDOM RD",PRINCETON,NJ,08540,0.965,range,40.362561,-74.632589
"49 RANDOM RD",PRINCETON,NJ,08540,0.965,range,40.362561,-74.632589
"41 ARMOUR RD",PRINCETON,NJ,08540,0.965,range,40.345044,-74.671006
"476 N HARRISON ST",PRINCETON,NJ,08540,0.965,range,40.367134,-74.655289
"140 AUTUMN HILL RD",PRINCETON,NJ,08540,0.965,range,40.38284,-74.633974
"18 ANDREWS LN",PRINCETON,NJ,08540,0.965,range,40.367632,-74.666028
"12 AIKEN AVE",PRINCETON,NJ,08540,0.965,range,40.351632,-74.648553
"775 MT LUCAS RD 331",PRINCETON,NJ,08540,0.819,range,40.386653,-74.653872
"72 PHILIP DR",PRINCETON,NJ,08540,0.933,range,40.353542,-74.632853
"3 VAN MARTER CT",PRINCETON,NJ,08540,0.752,range,40.315823,-74.632474
"72 PHILIP DR",PRINCETON,NJ,08540,0.933,range,40.353542,-74.632853
"100 C HODGE RD",PRINCETON,NJ,08540,0.929,range,40.349903,-74.670724
"3 VAN MARTER CT",PRINCETON,NJ,08540,0.752,range,40.315823,-74.632474
"0 FACULTY RD MAG 1H",PRINCETON,NJ,08540,0.739,street,40.337896,-74.656948
"37 MCCOSH CIR",PRINCETON,NJ,08540,0.965,range,40.345254,-74.637832
"37 MCCOSH CIR",PRINCETON,NJ,08540,0.965,range,40.345254,-74.637832
"245 NASSAU ST",PRINCETON,NJ,08540,0.965,range,40.352085,-74.651848
"19 WOODLAND DR",PRINCETON,NJ,08540,0.965,range,40.369392,-74.664624
"70 LAMBERT DR",PRINCETON,NJ,08540,0.965,range,40.340553,-74.698327
"60 MEADOWBROOK DR",PRINCETON,NJ,08540,0.965,range,40.368916,-74.644702
"195 CLOVER LN",PRINCETON,NJ,08540,0.965,range,40.364911,-74.64052
"60 MEADOWBROOK DR",PRINCETON,NJ,08540,0.965,range,40.368916,-74.644702
"38 OAKLAND RD 1",PRINCETON,NJ,08540,0.877,range,40.362484,-74.655646
"181 SPRUCE CIR F",PRINCETON,NJ,08540,0.936,range,40.355919,-74.647649
"26 OLD ORCHARD LN",PRINCETON,NJ,08540,0.965,range,40.386854,-74.655936
"181 F SPRUCE CIR",PRINCETON,NJ,08540,0.936,range,40.355919,-74.647649
"73 WILSON RD",PRINCETON,NJ,08540,0.965,range,40.354249,-74.669767
"98 OLDEN LN",PRINCETON,NJ,08540,0.965,range,40.333931,-74.666576
"98 OLDEN LN",PRINCETON,NJ,08540,0.965,range,40.333931,-74.666576
"5159 PROVINCELINE RD",PRINCETON,NJ,08540,0.868,street,40.370628,-74.719823
"70 LAMBERT DR",PRINCETON,NJ,08540,0.965,range,40.340553,-74.698327
"26 OLD ORCHARD LN",PRINCETON,NJ,08540,0.965,range,40.386854,-74.655936
"29 DUFFIELD PL",PRINCETON,NJ,08540,0.965,range,40.3562,-74.670512
"63 A COLLEGE RD WEST",PRINCETON,NJ,08540,0.939,range,40.341952,-74.66569
"20 ERDMAN AVE",PRINCETON,NJ,08540,0.965,range,40.359364,-74.64675
"20 ERDMAN AVE",PRINCETON,NJ,08540,0.965,range,40.359364,-74.64675
"214 EWING ST",PRINCETON,NJ,08540,0.965,range,40.358718,-74.650429
"18 MACLEAN ST",PRINCETON,NJ,08542,1.0,range,40.35442,-74.662102
"18 MACLEAN ST",PRINCETON,NJ,08542,1.0,range,40.35442,-74.662102
"57 BROOKSTONE DR",PRINCETON,NJ,08540,0.965,range,40.346753,-74.692352
"192 SPRUCE CIR",PRINCETON,NJ,08540,0.965,range,40.35588,-74.647484
"45 OAKLAND RD",PRINCETON,NJ,08540,0.9,range,40.362532,-74.655494
"217 BERTRAND DR",PRINCETON,NJ,08540,0.965,range,40.375027,-74.626856
"217 BERTRAND DR",PRINCETON,NJ,08540,0.965,range,40.375027,-74.626856
"11 BALCORT DR",PRINCETON,NJ,08540,0.936,range,40.377391,-74.67641
"57 BROOKSTONE DR",PRINCETON,NJ,08540,0.965,range,40.346753,-74.692352
"662 CHERRY HILL RD",PRINCETON,NJ,08540,0.965,range,40.382208,-74.677993
"38 MAIDENHEAD RD",PRINCETON,NJ,08540,0.648,zip,40.363882,-74.64795
"38 MAIDENHEAD RD",PRINCETON,NJ,08540,0.648,zip,40.363882,-74.64795
"662 CHERRY HILL RD",PRINCETON,NJ,08540,0.965,range,40.382208,-74.677993
"392 WALNUT LN",PRINCETON,NJ,08540,0.965,range,40.365532,-74.657738
"392 WALNUT LN",PRINCETON,NJ,08540,0.965,range,40.365532,-74.657738
"492 RIVERSIDE DR",PRINCETON,NJ,08540,0.965,range,40.358582,-74.630936
"511 EWING ST",PRINCETON,NJ,08540,0.965,range,40.367074,-74.656757
"14 WILTON ST",PRINCETON,NJ,08540,0.965,range,40.354626,-74.642865
"641 MT LUCAS RD",PRINCETON,NJ,08540,0.892,range,40.381356,-74.654414
"103 REDDING CIR",PRINCETON,NJ,08540,0.965,range,40.372516,-74.659525
"45 ARRETON RD",PRINCETON,NJ,08540,0.965,range,40.382441,-74.664872
"348 MT LUCAS RD",PRINCETON,NJ,08540,0.892,range,40.371789,-74.659605
"348 MT LUCAS RD",PRINCETON,NJ,08540,0.892,range,40.371789,-74.659605
"78 FAIRWAY DR",PRINCETON,NJ,08540,0.965,range,40.346071,-74.694678
"59 RED HILL RD",PRINCETON,NJ,08540,0.965,range,40.364415,-74.665109
"6 LAUREL RD",PRINCETON,NJ,08540,0.965,range,40.364654,-74.663203
"45 ARRETON RD",PRINCETON,NJ,08540,0.965,range,40.382441,-74.664872
"78 FAIRWAY DR",PRINCETON,NJ,08540,0.965,range,40.346071,-74.694678
"21 ANDREWS LN",PRINCETON,NJ,08540,0.965,range,40.368516,-74.665806
"65 FARRAND RD",PRINCETON,NJ,08540,0.965,range,40.34302,-74.680575
"6 LAUREL RD",PRINCETON,NJ,08540,0.965,range,40.364654,-74.663203
"337 DODDS LN",PRINCETON,NJ,08540,0.965,range,40.372262,-74.625883
"63 MCCOSH CIR",PRINCETON,NJ,08540,0.965,range,40.344825,-74.637325
"169 JOHN ST",PRINCETON,NJ,08542,1.0,range,40.353616,-74.663716
"2 WILLOW ST",PRINCETON,NJ,08542,1.0,range,40.352748,-74.655175
"361 GALLUP RD",PRINCETON,NJ,08540,0.965,range,40.320941,-74.687282
"263 WALNUT LN",PRINCETON,NJ,08540,0.965,range,40.36205,-74.656262
"27 GOVERNORS LN",PRINCETON,NJ,08540,0.965,range,40.369656,-74.648973
"1107 GREAT RD",PRINCETON,NJ,08540,0.965,range,40.375954,-74.696711
"19 ROPER RD",PRINCETON,NJ,08540,0.965,range,40.361068,-74.632869
"41 BATTLE RD",PRINCETON,NJ,08540,0.965,range,40.337833,-74.668281
"205 STATE RD",PRINCETON,NJ,08540,0.965,range,40.36888,-74.663411
"38 MAGNOLIA LN",PRINCETON,NJ,08540,0.965,range,40.363746,-74.639259
"20 MULBERRY ROW",PRINCETON,NJ,08540,0.965,range,40.37634,-74.650894
"19 WILKINSON WAY",PRINCETON,NJ,08540,0.965,range,40.325716,-74.684975
"19 WILKINSON WAY",PRINCETON,NJ,08540,0.965,range,40.325716,-74.684975
"43 VANDEVENTER AVE",PRINCETON,NJ,08542,1.0,range,40.352002,-74.657924
"436 MT LUCAS RD",PRINCETON,NJ,08540,0.892,range,40.374602,-74.657786
"8 MAIDENHEAD RD",PRINCETON,NJ,08540,0.648,zip,40.363882,-74.64795
"186 JONATHAN DAYTON CT",PRINCETON,NJ,08540,0.965,range,40.387002,-74.661604
"31 WALKER DR",PRINCETON,NJ,08540,0.965,range,40.345335,-74.699775
"300 ELM RD 201",PRINCETON,NJ,08540,0.855,range,40.352522,-74.679184
"18 JUNIPER ROW",PRINCETON,NJ,08540,0.965,range,40.37612,-74.651546
"19 ROPER RD",PRINCETON,NJ,08540,0.965,range,40.361068,-74.632869
"67 RANDALL RD",PRINCETON,NJ,08540,0.965,range,40.367809,-74.646927
"31 WALKER DR",PRINCETON,NJ,08540,0.965,range,40.345335,-74.699775
"59 CEDAR LN",PRINCETON,NJ,08540,0.965,range,40.353511,-74.64078
"175 FAIRWAY DR",PRINCETON,NJ,08540,0.965,range,40.349576,-74.697784
"196 BAYARD LN",PRINCETON,NJ,08540,0.965,range,40.355617,-74.669658
"176 EDGERSTOUNE RD",PRINCETON,NJ,08540,0.943,range,40.338094,-74.682717
"33 LEIGH AVE",PRINCETON,NJ,08542,1.0,range,40.356219,-74.664054
"54 HARDY DR",PRINCETON,NJ,08540,0.965,range,40.367769,-74.681379
"4915 PROVINCELINE RD",PRINCETON,NJ,08540,0.868,street,40.361002,-74.714463
"42 MARKHAM RD",PRINCETON,NJ,08540,0.965,range,40.353232,-74.643025
"4915 PROVINCELINE RD",PRINCETON,NJ,08540,0.868,street,40.361002,-74.714463
"4915 PROVINCELINE RD",PRINCETON,NJ,08540,0.868,street,40.361002,-74.714463
"1107 GREAT RD",PRINCETON,NJ,08540,0.965,range,40.375954,-74.696711
"478 LAKE DR",PRINCETON,NJ,08540,0.965,range,40.346248,-74.631615
"416 N HARRISON ST",PRINCETON,NJ,08540,0.965,range,40.366095,-74.654476
"132 BALCORT DR",PRINCETON,NJ,08540,0.936,range,40.378072,-74.671152
"638 PRINCETON-KINGSTON RD",PRINCETON,NJ,08540,0.965,range,40.360137,-74.632814
"4 ORCHARD CIR",PRINCETON,NJ,08540,0.965,range,40.347058,-74.670128
"27 ROSS STEVENSON CIR",PRINCETON,NJ,08540,0.965,range,40.379261,-74.658899
"149 TERHUNE RD",PRINCETON,NJ,08540,0.965,range,40.364568,-74.659049
"305 DRAKES CORNER RD",PRINCETON,NJ,08540,0.843,range,40.369662,-74.709147
"116 PATTON AVE",PRINCETON,NJ,08540,0.965,range,40.352226,-74.643299
"3 MAIDENHEAD RD",PRINCETON,NJ,08540,0.648,zip,40.363882,-74.64795
"187 PROSPECT AVE",PRINCETON,NJ,08540,0.965,range,40.35079,-74.644228
"775 MT LUCAS RD",PRINCETON,NJ,08540,0.892,range,40.386653,-74.653872
"60 PARKSIDE DR",PRINCETON,NJ,08540,0.965,range,40.332741,-74.678223
"249 SHADYBROOK LN",PRINCETON,NJ,08540,0.965,range,40.369071,-74.633719
"249 SHADYBROOK LN",PRINCETON,NJ,08540,0.965,range,40.369071,-74.633719
"5 HOLLY HSE B",PRINCETON,NJ,08540,0.545,street,40.322559,-74.683742
"27 BENJAMIN RUSH LN",PRINCETON,NJ,08540,0.965,range,40.330152,-74.686062
"262 JEFFERSON RD",PRINCETON,NJ,08540,0.965,range,40.362365,-74.660038
"445 PROSPECT AVE EXT",PRINCETON,NJ,08540,0.902,range,40.355942,-74.633811
"697 PRINCETON-KINGSTON RD",PRINCETON,NJ,08540,0.965,range,40.361724,-74.630853
"192 BROOKSTONE DR",PRINCETON,NJ,08540,0.965,range,40.350153,-74.690796
"225 S HARRISON ST",PRINCETON,NJ,08540,0.965,range,40.34801,-74.640985
"122 HUN RD",PRINCETON,NJ,08540,0.965,range,40.339398,-74.691121
"8 GREENHOLM",PRINCETON,NJ,08540,0.912,range,40.350198,-74.665615
"44 MURRAY PL",PRINCETON,NJ,08540,0.965,range,40.351216,-74.64877
"344 FRANKLIN AVE",PRINCETON,NJ,08540,0.614,street,40.06175,-74.260938
"20 HASLET AVE",PRINCETON,NJ,08540,0.965,range,40.337921,-74.666154
"8 W LAFAYETTE RD",PRINCETON,NJ,08540,0.941,range,40.350336,-74.672223
"61 PINE ST",PRINCETON,NJ,08542,1.0,range,40.353776,-74.651282
"536 PROSPECT AVE EXT",PRINCETON,NJ,08540,0.902,range,40.358522,-74.63166
"536 PROSPECT AVE EXT",PRINCETON,NJ,08540,0.902,range,40.358522,-74.63166
"43 TREWBRIDGE CT",PRINCETON,NJ,08540,0.544,street,40.301254,-74.525584
"300 ELM RD 207",PRINCETON,NJ,08540,0.855,range,40.352522,-74.679184
"35 HARRIET DR",PRINCETON,NJ,08540,0.965,range,40.357065,-74.642227
"171 JONATHAN DAYTON CT",PRINCETON,NJ,08540,0.965,range,40.386864,-74.662005
"181 SPRUCE CIR C",PRINCETON,NJ,08540,0.936,range,40.355919,-74.647649
"300 ELM RD 207",PRINCETON,NJ,08540,0.855,range,40.352522,-74.679184
"65 GOVERNORS LN",PRINCETON,NJ,08540,0.965,range,40.370076,-74.650554
"851 MT LUCAS RD",PRINCETON,NJ,08540,0.892,range,40.389101,-74.652115
"139 MOUNTAIN AVE",PRINCETON,NJ,08540,0.965,range,40.356115,-74.673892
"17 CARNEGIE DR",PRINCETON,NJ,08540,0.965,range,40.361915,-74.630316
"31 PARDOE RD",PRINCETON,NJ,08540,0.965,range,40.354901,-74.673772
"803 PRINCETON-KINGSTON RD",PRINCETON,NJ,08540,0.965,range,40.364773,-74.628205
"166 CHERRY HILL RD",PRINCETON,NJ,08540,0.965,range,40.362788,-74.665161
"68 WESTERLY RD",PRINCETON,NJ,08540,0.965,range,40.353696,-74.676096
"123 RANDALL RD",PRINCETON,NJ,08540,0.965,range,40.36868,-74.647535
"45 MONROE LN",PRINCETON,NJ,08540,0.965,range,40.366887,-74.648451
"45 MONROE LN",PRINCETON,NJ,08540,0.965,range,40.366887,-74.648451
"14 FINLEY RD",PRINCETON,NJ,08540,0.965,range,40.360409,-74.708998
"61 WESTCOTT RD",PRINCETON,NJ,08540,0.965,range,40.352734,-74.672538
"166 WILSON RD",PRINCETON,NJ,08540,0.965,range,40.353459,-74.675125
"29 FLORENCE LN",PRINCETON,NJ,08540,0.965,range,40.356454,-74.678006
"61 HODGE RD",PRINCETON,NJ,08540,0.965,range,40.350237,-74.669369
"55 GRASMERE WAY",PRINCETON,NJ,08540,0.965,range,40.361336,-74.697429
"416 N HARRISON ST",PRINCETON,NJ,08540,0.965,range,40.366095,-74.654476
"8 GREENHOLM 2",PRINCETON,NJ,08540,0.912,range,40.350198,-74.665615
"10 WESTCOTT RD",PRINCETON,NJ,08540,0.965,range,40.353657,-74.668426
"92 SNOWDEN LN",PRINCETON,NJ,08540,0.843,range,40.359158,-74.64148
"236 WILLIAM LIVINGSTON CT",PRINCETON,NJ,08540,0.965,range,40.387812,-74.661624
"10 WESTCOTT RD",PRINCETON,NJ,08540,0.965,range,40.353657,-74.668426
"92 SNOWDEN LN",PRINCETON,NJ,08540,0.843,range,40.359158,-74.64148
"775 MT LUCAS RD 313",PRINCETON,NJ,08540,0.819,range,40.386653,-74.653872
"57 MAIDENHEAD RD",PRINCETON,NJ,08540,0.648,zip,40.363882,-74.64795
"81 MCCOSH CIR",PRINCETON,NJ,08540,0.965,range,40.344886,-74.636878
"73 BALDWIN LN",PRINCETON,NJ,08540,0.965,range,40.377679,-74.693249
"27 WOODS WAY",PRINCETON,NJ,08540,0.965,range,40.380505,-74.633664
"46 STURGES WAY",PRINCETON,NJ,08540,0.965,range,40.354833,-74.639337
"46 STURGES WAY",PRINCETON,NJ,08540,0.965,range,40.354833,-74.639337
"67 WIGGINS ST",PRINCETON,NJ,08540,0.965,range,40.353547,-74.656525
"250 HAWTHORNE AVE",PRINCETON,NJ,08540,0.965,range,40.357097,-74.649692
"114 JEFFERSON RD",PRINCETON,NJ,08540,0.868,street,40.357223,-74.65858
"30 W LAFAYETTE RD",PRINCETON,NJ,08540,0.941,range,40.350701,-74.672971
"166 CHERRY HILL RD",PRINCETON,NJ,08540,0.965,range,40.362788,-74.665161
"76 CLAY ST 1600",PRINCETON,NJ,08542,0.883,range,40.355584,-74.664038
"130 PHILIP DR",PRINCETON,NJ,08540,0.933,range,40.353137,-74.629922
"130 PHILIP DR",PRINCETON,NJ,08540,0.933,range,40.353137,-74.629922
"200 S HARRISON ST",PRINCETON,NJ,08540,0.965,range,40.349222,-74.641885
"583 STATE RD",PRINCETON,NJ,08540,0.965,range,40.379026,-74.663167
"118 LIBRARY PL",PRINCETON,NJ,08540,0.965,range,40.348686,-74.669543
"74 RUSSELL RD",PRINCETON,NJ,08540,0.965,range,40.336771,-74.682306
"74 RUSSELL RD",PRINCETON,NJ,08540,0.965,range,40.336771,-74.682306
"183 WEYL LN",PRINCETON,NJ,08540,0.965,range,40.334335,-74.662901
"50 MAIDENHEAD RD",PRINCETON,NJ,08540,0.648,zip,40.363882,-74.64795
"7 MEETINGHOUSE CT",PRINCETON,NJ,08540,0.763,range,40.037863,-74.623616
"7 MEETINGHOUSE CT",PRINCETON,NJ,08540,0.763,range,40.037863,-74.623616
"86 OLDEN LN",PRINCETON,NJ,08540,0.868,street,40.334588,-74.667206
"100 LONGVIEW DR",PRINCETON,NJ,08540,0.965,range,40.348475,-74.63256
"14 CONISTON CT",PRINCETON,NJ,08540,0.965,range,40.35885,-74.690276
"81 DAVID BREARLEY CT",PRINCETON,NJ,08540,0.946,range,40.387387,-74.660091
"19 VANDEVENTER AVE",PRINCETON,NJ,08542,1.0,range,40.351648,-74.657786
"24 VERNON CIR",PRINCETON,NJ,08540,0.965,range,40.355321,-74.629259
"46 MAIDENHEAD RD",PRINCETON,NJ,08540,0.648,zip,40.363882,-74.64795
"51 LAKE LN",PRINCETON,NJ,08540,0.965,range,40.345017,-74.639865
"301 STATE RD",PRINCETON,NJ,08540,0.965,range,40.372119,-74.662573
"69 RED HILL RD",PRINCETON,NJ,08540,0.965,range,40.364694,-74.665107
"107 LEIGH AVE",PRINCETON,NJ,08542,1.0,range,40.355391,-74.667186
"8 COLLEGE RD",PRINCETON,NJ,08540,0.965,range,40.344863,-74.660397
"10 RUSSELL RD",PRINCETON,NJ,08540,0.965,range,40.336563,-74.679071
"38 LONGVIEW DR",PRINCETON,NJ,08540,0.965,range,40.35063,-74.634298
"31 JUNIPER ROW",PRINCETON,NJ,08540,0.965,range,40.376017,-74.651522
"10 RUSSELL RD",PRINCETON,NJ,08540,0.965,range,40.336563,-74.679071
"312 BRICKHOUSE RD",PRINCETON,NJ,08540,0.965,range,40.330198,-74.683942
"312 BRICKHOUSE RD",PRINCETON,NJ,08540,0.965,range,40.330198,-74.683942
"53 WILKINSON WAY",PRINCETON,NJ,08540,0.965,range,40.326983,-74.685462
"93 MCCOSH CIR",PRINCETON,NJ,08540,0.965,range,40.34498,-74.636633
"111 BIRCH AVE",PRINCETON,NJ,08542,1.0,range,40.356486,-74.665795
"245 PROSPECT AVE",PRINCETON,NJ,08540,0.965,range,40.351712,-74.641025
"245 PROSPECT AVE",PRINCETON,NJ,08540,0.965,range,40.351712,-74.641025
"361 NASSAU ST",PRINCETON,NJ,08540,0.965,range,40.354329,-74.644361
"342 PROSPECT AVE",PRINCETON,NJ,08540,0.965,range,40.353367,-74.637095
"44 MARKHAM RD",PRINCETON,NJ,08540,0.965,range,40.353204,-74.643009
"59 GRASMERE WAY",PRINCETON,NJ,08540,0.965,range,40.361372,-74.697569
"59 GRASMERE WAY",PRINCETON,NJ,08540,0.965,range,40.361372,-74.697569
"144 PATTON AVE",PRINCETON,NJ,08540,0.965,range,40.352757,-74.641421
"3 MORGAN PL",PRINCETON,NJ,08540,0.965,range,40.356517,-74.67311
"57 W CONSTITUTION HILL",PRINCETON,NJ,08540,0.931,range,40.344196,-74.678865
"31 PARDOE RD",PRINCETON,NJ,08540,0.965,range,40.354901,-74.673772
"327 WALNUT LN",PRINCETON,NJ,08540,0.965,range,40.363831,-74.657019
"21 DUFFIELD PL",PRINCETON,NJ,08540,0.965,range,40.356237,-74.670444
"25 OAKRIDGE CT",PRINCETON,NJ,08540,0.965,range,40.371008,-74.690613
"327 WALNUT LN",PRINCETON,NJ,08540,0.965,range,40.363831,-74.657019
"49 AIKEN AVE",PRINCETON,NJ,08540,0.965,range,40.35221,-74.647202
"175 FAIRWAY DR",PRINCETON,NJ,08540,0.965,range,40.349576,-74.697784
"1 AUDUBON LN",PRINCETON,NJ,08540,0.965,range,40.343529,-74.701666
"176 EDGERSTOUNE RD",PRINCETON,NJ,08540,0.943,range,40.338094,-74.682717
"137 PARKSIDE DR",PRINCETON,NJ,08540,0.965,range,40.332066,-74.679633
"6 LITTLEBROOK RD",PRINCETON,NJ,08540,0.965,range,40.361609,-74.637121
"178 MOUNTAIN AVE",PRINCETON,NJ,08540,0.965,range,40.355591,-74.675248
"74 BEECH HOLLOW LN",PRINCETON,NJ,08540,0.965,range,40.373053,-74.691697
"137 PARKSIDE DR",PRINCETON,NJ,08540,0.965,range,40.332066,-74.679633
"918 PRINCETON-KINGSTON RD",PRINCETON,NJ,08540,0.965,range,40.367628,-74.625962
"178 MOUNTAIN AVE",PRINCETON,NJ,08540,0.965,range,40.355591,-74.675248
"6 HOLLY HSE H",PRINCETON,NJ,08540,0.544,street,40.322559,-74.683742
"136 RANDALL RD",PRINCETON,NJ,08540,0.965,range,40.368661,-74.64747
"122 GALLUP RD",PRINCETON,NJ,08540,0.965,range,40.32147,-74.691799
"78 MAGNOLIA LN",PRINCETON,NJ,08540,0.965,range,40.364991,-74.638498
"78 MAGNOLIA LN",PRINCETON,NJ,08540,0.965,range,40.364991,-74.638498
"108 MERCER ST",PRINCETON,NJ,08540,0.965,range,40.343486,-74.666997
"1 WESTCOTT RD",PRINCETON,NJ,08540,0.965,range,40.353747,-74.668266
"50 BALSAM LN",PRINCETON,NJ,08540,0.965,range,40.35188,-74.637786
"47 MACLEAN CIR",PRINCETON,NJ,08540,0.965,range,40.347154,-74.634356
"24 BENJAMIN RUSH LN",PRINCETON,NJ,08540,0.965,range,40.330208,-74.68667
"41 GULICK RD",PRINCETON,NJ,08540,0.965,range,40.367001,-74.628581
"21 DUFFIELD PL",PRINCETON,NJ,08540,0.965,range,40.356237,-74.670444
"16 EDWARDS PL",PRINCETON,NJ,08540,0.965,range,40.346943,-74.661974
"9 MT LUCAS RD",PRINCETON,NJ,08540,0.892,range,40.36276,-74.664319
"28 QUAKER RD",PRINCETON,NJ,08540,0.965,range,40.33254,-74.681387
"42 RED OAK ROW",PRINCETON,NJ,08540,0.965,range,40.377518,-74.651447
"828 PRINCETON-KINGSTON RD",PRINCETON,NJ,08540,0.965,range,40.365437,-74.627622
"42 STURGES WAY",PRINCETON,NJ,08540,0.965,range,40.354879,-74.639282
"42 STURGES WAY",PRINCETON,NJ,08540,0.965,range,40.354879,-74.639282
"256 SNOWDEN LN",PRINCETON,NJ,08540,0.965,range,40.364628,-74.642338
"256 SNOWDEN LN",PRINCETON,NJ,08540,0.965,range,40.364628,-74.642338
"10 LEONARD CT",PRINCETON,NJ,08540,0.648,zip,40.363882,-74.64795
"10 LEONARD CT",PRINCETON,NJ,08540,0.648,zip,40.363882,-74.64795
"58 FAIRWAY DR",PRINCETON,NJ,08540,0.965,range,40.345776,-74.694626
"151 SNOWDEN LN",PRINCETON,NJ,08540,0.965,range,40.361028,-74.643083
"58 FAIRWAY DR",PRINCETON,NJ,08540,0.965,range,40.345776,-74.694626
"174 BERTRAND DR",PRINCETON,NJ,08540,0.965,range,40.375223,-74.626842
"52 CALDWELL DR",PRINCETON,NJ,08540,0.965,range,40.37544,-74.630149
"52 CALDWELL DR",PRINCETON,NJ,08540,0.965,range,40.37544,-74.630149
"94 LIBRARY PL",PRINCETON,NJ,08540,0.965,range,40.347947,-74.668877
"127 CEDAR LN",PRINCETON,NJ,08540,0.965,range,40.351424,-74.639606
"99 LINDEN LN",PRINCETON,NJ,08540,0.965,range,40.356787,-74.65064
"127 CEDAR LN",PRINCETON,NJ,08540,0.965,range,40.351424,-74.639606
"94 LIBRARY PL",PRINCETON,NJ,08540,0.965,range,40.347947,-74.668877
"202 MOORE ST",PRINCETON,NJ,08540,0.965,range,40.358448,-74.657621
"184 WITHERSPOON ST B3",PRINCETON,NJ,08542,0.979,range,40.354643,-74.661885
"159 HICKORY CT",PRINCETON,NJ,08540,0.965,range,40.361956,-74.657303
"9 MT LUCAS RD",PRINCETON,NJ,08540,0.892,range,40.36276,-74.664319
"91 BERTRAND DR",PRINCETON,NJ,08540,0.965,range,40.373591,-74.630847
"41 GULICK RD",PRINCETON,NJ,08540,0.965,range,40.367001,-74.628581
"400 WALNUT LN",PRINCETON,NJ,08540,0.965,range,40.365753,-74.657808
"41 BENJAMIN RUSH LN",PRINCETON,NJ,08540,0.965,range,40.330008,-74.685618
"112 SYCAMORE RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"20 WILLOW ST",PRINCETON,NJ,08542,1.0,1.0,range,range
"53 WILKINSON WAY",PRINCETON,NJ,08540,0.965,0.965,range,range
"103 MERCER ST",PRINCETON,NJ,08540,0.965,0.965,range,range
"106 FITZ RANDOLPH RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"27 ROBERT RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"27 ROBERT RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"305 DODDS LN",PRINCETON,NJ,08540,0.965,0.965,range,range
"33 STONEWALL CIR",PRINCETON,NJ,08540,0.965,0.965,range,range
"881 MT LUCAS RD",PRINCETON,NJ,08540,0.892,0.892,range,range
"51 CLOVER LN",PRINCETON,NJ,08540,0.965,0.965,range,range
"26 REDDING CIR",PRINCETON,NJ,08540,0.965,0.965,range,range
"220 JOHN ST",PRINCETON,NJ,08542,1.0,1.0,range,range
"20 HASLET AVE",PRINCETON,NJ,08540,0.965,0.965,range,range
"33 ROSEDALE RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"155 HAMILTON AVE",PRINCETON,NJ,08540,0.965,0.965,range,range
"418 FRANKLIN AVE",PRINCETON,NJ,08540,0.611,0.611,street,street
"256 SHADYBROOK LN",PRINCETON,NJ,08540,0.965,0.965,range,range
"285 CHRISTOPHER DR",PRINCETON,NJ,08540,0.965,0.965,range,range
"44 PRINCETON AVE",PRINCETON,NJ,08540,0.965,0.965,range,range
"21 MORGAN PL",PRINCETON,NJ,08540,0.965,0.965,range,range
"21 MORGAN PL",PRINCETON,NJ,08540,0.965,0.965,range,range
"44 PRINCETON AVE",PRINCETON,NJ,08540,0.965,0.965,range,range
"159 PHILIP DR",PRINCETON,NJ,08540,0.933,0.933,range,range
"376 RIVERSIDE DR",PRINCETON,NJ,08540,0.965,0.965,range,range
"21 CASTLE HOWARD CT",PRINCETON,NJ,08540,0.965,0.965,range,range
"100 ELM RD",PRINCETON,NJ,08540,0.965,0.965,range,range
"39 CHESTNUT ST",PRINCETON,NJ,08542,1.0,1.0,range,range
