RowID,Block,Lot,Zone,AcreageInFractions,AddressNumber,StreetWithoutNumber,ClustrZone,HPC,Conforming,C1,Boro,CleanNumber,Residential,Fixups,FullAddress,geocode_score,geocode_precision,latitude,longitude
3464,25.02,18,R-4,0.11,46,HUMBERT ST,,FALSE,FALSE,,yes,46,Y,,"46 Humbert Street,Princeton,NJ",3,StreetSegmentInterpolation,40.35381089,-74.65851426
3468,25.02,22.03,R-4,0.01,8,HUMBERT ST,,FALSE,FALSE,,yes,8,Y,,"8 Humbert Street,Princeton,NJ",2,Parcel,40.35397363,-74.65805586
3469,25.02,22.01,R-4,0.04,29,HUMBERT ST,,FALSE,FALSE,,yes,29,Y,,"29 Humbert Street,Princeton,NJ",2,Parcel,40.3538854,-74.65825514
3470,25.02,70,R-4,0.12,15-17,HUMBERT ST,,FALSE,FALSE,,yes,15,Y,,"15 Humbert Street,Princeton,NJ",3,StreetSegmentInterpolation,40.35343556,-74.65805896
3471,25.02,25,R-4,0.08,15-17,HUMBERT ST,,FALSE,FALSE,,yes,15,Y,,"15 Humbert Street,Princeton,NJ",3,StreetSegmentInterpolation,40.35343556,-74.65805896
3472,25.02,21,R-4,0.16,31-33,HUMBERT ST,,FALSE,FALSE,,yes,31,Y,,"31 Humbert Street,Princeton,NJ",3,StreetSegmentInterpolation,40.35380779,-74.65829823
3473,25.02,20.02 C01,R-4,0.08,37,HUMBERT ST,,FALSE,FALSE,,yes,37,Y,,"37 Humbert Street,Princeton,NJ",3,StreetSegmentInterpolation,40.35384544,-74.65832241
3474,25.02,20.02,R-4,0.16,35-37,HUMBERT ST,,FALSE,FALSE,,yes,35,Y,,"35 Humbert Street,Princeton,NJ",3,StreetSegmentInterpolation,40.35383289,-74.65831435
3475,25.02,17,R-4,0.15,51,HUMBERT ST,,FALSE,FALSE,,yes,51,Y,,"51 Humbert Street,Princeton,NJ",2,Parcel,40.35452687,-74.6584912
3476,25.02,22.04,R-4,0.01,10,HUMBERT ST,,FALSE,FALSE,,yes,10,Y,,"10 Humbert Street,Princeton,NJ",2,Parcel,40.35400153,-74.65799222
3479,25.02,22.02,R-4,0.01,6,HUMBERT ST,,FALSE,FALSE,,yes,6,Y,,"6 Humbert Street,Princeton,NJ",2,Parcel,40.35394511,-74.65811901
3481,25.02,75,R-4,0,25,HUMBERT ST,,FALSE,FALSE,,yes,25,Y,,"25 Humbert Street,Princeton,NJ",2,Parcel,40.35390126,-74.65804052
3484,25.02,23,R-4,0.11,23-25,HUMBERT ST,,FALSE,FALSE,,yes,23,Y,,"23 Humbert Street,Princeton,NJ",3,StreetSegmentInterpolation,40.35363916,-74.65818991
3485,8201,9,R2,3.14,125,HUN RD,,FALSE,TRUE,yes,,125,Y,,"125 Hun Road,Princeton,NJ",0.965,range,40.339362,-74.691041
3486,8201,8,R2,3.21,141,HUN RD,,FALSE,TRUE,yes,,141,Y,,"141 Hun Road,Princeton,NJ",0.965,range,40.339187,-74.690664
3487,8201,5,R2,3.75,191,HUN RD,,FALSE,TRUE,yes,,191,Y,,"191 Hun Road,Princeton,NJ",0.965,range,40.338219,-74.689548
3488,8201,6,R2,2.32,175,HUN RD,,FALSE,TRUE,yes,,175,Y,,"175 Hun Road,Princeton,NJ",0.965,range,40.338625,-74.68964
3489,8201,2,R2,0.86,235,HUN RD,,FALSE,FALSE,,,235,Y,,"235 Hun Road,Princeton,NJ",2,Parcel,40.33792272,-74.68720317
3490,8201,3,R2,0.86,213,HUN RD,,FALSE,FALSE,,,213,Y,,"213 Hun Road,Princeton,NJ",3,StreetSegmentInterpolation,40.33766289,-74.68920166
3492,8201,4,R2,1.5,201,HUN RD,,FALSE,TRUE,,,201,Y,,"201 Hun Road,Princeton,NJ",0.965,range,40.337966,-74.689491
3493,8201,7,R2,2.82,157,HUN RD,,FALSE,TRUE,yes,,157,Y,,"157 Hun Road,Princeton,NJ",2,Parcel,40.33757631,-74.69017973
3494,8201,12,R2,2.4,91,HUN RD,,FALSE,TRUE,yes,,91,Y,,"91 Hun Road,Princeton,NJ",0.965,range,40.339941,-74.691732
3495,8201,17,R2,1.47,5,HUN RD,,FALSE,FALSE,yes,,5,Y,,"05 Hun Road,Princeton,NJ",2,Parcel,40.34223335,-74.69000512
3497,8201,11,R2,2.86,101,HUN RD,,FALSE,TRUE,yes,,101,Y,,"101 Hun Road,Princeton,NJ",0.965,range,40.339697,-74.69163
3498,8201,15,R2,1.44,37,HUN RD,,FALSE,FALSE,yes,,37,Y,,"37 Hun Road,Princeton,NJ",0.965,range,40.340967,-74.690682
3499,8201,13,R2,1.58,79,HUN RD,,FALSE,TRUE,yes,,79,Y,,"79 Hun Road,Princeton,NJ",0.965,range,40.340243,-74.691649
3500,8201,16,R2,1.42,21,HUN RD,,FALSE,FALSE,yes,,21,Y,,"21 Hun Road,Princeton,NJ",0.965,range,40.341501,-74.689884
3502,8202,6,R2,0.79,108,HUN RD,,FALSE,FALSE,,,108,Y,,"108 Hun Road,Princeton,NJ",0.965,range,40.33957,-74.691486
3503,8202,2,R2,1.48,200,HUN RD,,FALSE,FALSE,,,200,Y,,"200 Hun Road,Princeton,NJ",2,Parcel,40.33792289,-74.6887019
3504,8202,8,R2,0.95,84,HUN RD,,FALSE,FALSE,,,84,Y,,"84 Hun Road,Princeton,NJ",0.965,range,40.340138,-74.691702
3505,8202,5,R2,0.72,122,HUN RD,,FALSE,FALSE,,,122,Y,,"122 Hun Road,Princeton,NJ",0.965,range,40.339398,-74.691121
3506,8202,3,R2,1.43,158,HUN RD,,FALSE,FALSE,,,158,Y,,"158 Hun Road,Princeton,NJ",2,Parcel,40.33851891,-74.68899294
3507,8202,4,R2,1.06,140,HUN RD,,FALSE,FALSE,,,140,Y,,"140 Hun Road,Princeton,NJ",0.965,range,40.339201,-74.690693
3508,8202,7,R2,0.9,96,HUN RD,,FALSE,FALSE,,,96,Y,,"96 Hun Road,Princeton,NJ",0.965,range,40.339828,-74.691708
3510,6501,11,R1,6.64,132,HUNT DR,,FALSE,TRUE,yes,,132,Y,,"132 Hunt Drive,Princeton,NJ",2,Parcel,40.35063698,-74.68637502
3511,6501,16,R1,2.89,172,HUNT DR,,FALSE,TRUE,yes,,172,Y,,"172 Hunt Drive,Princeton,NJ",2,Parcel,40.35353345,-74.6895179
3512,6501,15,R1,3.05,164,HUNT DR,,FALSE,TRUE,yes,,164,Y,,"164 Hunt Drive,Princeton,NJ",0.965,range,40.352108,-74.687734
3513,6501,14,R1,2.7,156,HUNT DR,,FALSE,TRUE,yes,,156,Y,,"156 Hunt Drive,Princeton,NJ",0.965,range,40.352006,-74.687213
3516,6501,9,R1,2.96,124,HUNT DR,,FALSE,TRUE,yes,,124,Y,,"124 Hunt Drive,Princeton,NJ",0.965,range,40.352486,-74.685081
3517,6501,8,R1,2.55,116,HUNT DR,,FALSE,TRUE,yes,,116,Y,,"116 Hunt Drive,Princeton,NJ",2,Parcel,40.3517137,-74.68491787
3519,6501,6,R1,2.25,100,HUNT DR,,FALSE,TRUE,yes,,100,Y,,"100 Hunt Drive,Princeton,NJ",2,Parcel,40.35260888,-74.68391865
3521,6502,2,R1,2.34,141,HUNT DR,,FALSE,TRUE,,,141,Y,,"141 Hunt Drive,Princeton,NJ",0.965,range,40.35218,-74.686026
3522,2.01,32,R-1,0.37,4,HUNTER RD,,FALSE,FALSE,,yes,4,Y,,"4 Hunter Road,Princeton,NJ",0.965,range,40.351192,-74.675339
3524,2.01,31,R-1,0.4,12,HUNTER RD,,FALSE,FALSE,,yes,12,Y,,"12 Hunter Road,Princeton,NJ",0.965,range,40.351266,-74.675366
3525,9702,2,R-M,0.09,8,HUTCHINSON DR,WA Oaks,TRUE,TRUE,,,8,Y,,"08 Hutchinson Drive,Princeton,NJ",2,Parcel,40.32581762,-74.68346715
3526,9702,3,R-M,0.05,6,HUTCHINSON DR,WA Oaks,TRUE,TRUE,,,6,Y,,"06 Hutchinson Drive,Princeton,NJ",2,Parcel,40.32590931,-74.68347662
3527,9702,4,R-M,0.05,4,HUTCHINSON DR,WA Oaks,TRUE,TRUE,,,4,Y,,"04 Hutchinson Drive,Princeton,NJ",2,Parcel,40.32597501,-74.68348338
3528,9702,5,R-M,0.09,2,HUTCHINSON DR,WA Oaks,TRUE,TRUE,,,2,Y,,"02 Hutchinson Drive,Princeton,NJ",2,Parcel,40.32606671,-74.68349282
3529,8501,11,R2,1.53,48,INDEPENDENCE DR,,FALSE,TRUE,,,48,Y,,"48 Independence Drive,Princeton,NJ",2,Parcel,40.34203464,-74.67577167
3530,8501,9,R2,1.57,40,INDEPENDENCE DR,,FALSE,TRUE,,,40,Y,,"40 Independence Drive,Princeton,NJ",0.965,range,40.341427,-74.675274
3532,8501,12,R2,1.29,70,INDEPENDENCE DR,,FALSE,FALSE,,,70,Y,,"70 Independence Drive,Princeton,NJ",2,Parcel,40.34227215,-74.67656997
3535,49.01,13,E-2,0.72,5,IVY LN,,FALSE,FALSE,,yes,5,N,,"5 Ivy Lane,Princeton,NJ",2,Parcel,40.34677986,-74.65291577
3536,49.01,3.02,E-2,1.16,7,IVY LN,,FALSE,FALSE,,yes,7,N,,"7 Ivy Lane,Princeton,NJ",3,StreetSegmentInterpolation,40.34682283,-74.64950437
3537,49.01,8.01,E-2,1.09,17,IVY LN,,FALSE,FALSE,,yes,17,N,,"17 Ivy Lane,Princeton,NJ",2,Parcel,40.34726939,-74.65135583
3538,6705,25,CLU,0.56,16,JAMES CT,The Glen,FALSE,TRUE,,,16,N,,"16 James Court,Princeton,NJ",0.965,range,40.355722,-74.676945
3539,6705,21,CLU,0.61,17,JAMES CT,The Glen,FALSE,TRUE,,,17,N,,"17 James Court,Princeton,NJ",0.965,range,40.355731,-74.676934
3541,6705,22,CLU,0.65,25,JAMES CT,The Glen,FALSE,TRUE,,,25,N,,"25 James Court,Princeton,NJ",0.965,range,40.355774,-74.67688
3542,6705,20,CLU,0.54,5,JAMES CT,The Glen,FALSE,TRUE,,,5,N,,"05 James Court,Princeton,NJ",2,Parcel,40.35600056,-74.67707872
3544,6705,26,CLU,0.53,6,JAMES CT,The Glen,FALSE,TRUE,,,6,N,,"06 James Court,Princeton,NJ",2,Parcel,40.35550318,-74.67657175
3545,21.03,42,R-4,0.22,110,JEFFERSON RD,,FALSE,FALSE,,yes,110,Y,,"110 Jefferson Road,Princeton,NJ",0.965,range,40.356867,-74.658275
3546,21.03,43,R-4,0.22,114,JEFFERSON RD,,FALSE,FALSE,,yes,114,Y,,"114 Jefferson Road,Princeton,NJ",0.868,street,40.357223,-74.65858
3547,22.01,9,R-3,0.33,70,JEFFERSON RD,,FALSE,FALSE,,yes,70,Y,,"70 Jefferson Road,Princeton,NJ",0.965,range,40.355652,-74.65787
3548,22.01,12,R-3,0.41,60,JEFFERSON RD,,FALSE,FALSE,,yes,60,Y,,"60 Jefferson Road,Princeton,NJ",0.965,range,40.355349,-74.657729
3549,22.01,13,R-3,0.18,56,JEFFERSON RD,,FALSE,FALSE,,yes,56,Y,,"56 Jefferson Road,Princeton,NJ",0.965,range,40.355229,-74.657683
3550,22.01,14,R-3,0.2,52,JEFFERSON RD,,FALSE,FALSE,,yes,52,Y,,"52 Jefferson Road,Princeton,NJ",0.965,range,40.35511,-74.657638
3551,22.01,49,R-3,0.09,80,JEFFERSON RD,,FALSE,FALSE,,yes,80,Y,,"80 Jefferson Road,Princeton,NJ",2,Parcel,40.35591225,-74.6584586
3552,22.01,50,R-3,0.09,92,JEFFERSON RD,,FALSE,FALSE,,yes,92,Y,,"92 Jefferson Road,Princeton,NJ",0.965,range,40.356321,-74.658093
3553,22.01,8,R-3,0.18,74,JEFFERSON RD,,FALSE,FALSE,,yes,74,Y,,"74 Jefferson Road,Princeton,NJ",2,Parcel,40.35574908,-74.6583893
3554,22.01,7,R-3,0.09,78,JEFFERSON RD,,FALSE,FALSE,,yes,78,Y,,"78 Jefferson Road,Princeton,NJ",0.965,range,40.355895,-74.657951
3555,22.01,3,R-3,0.18,96,JEFFERSON RD,,FALSE,FALSE,,yes,96,Y,,"96 Jefferson Road,Princeton,NJ",0.965,range,40.356442,-74.658133
3556,22.01,5.02,R-3,0.09,88,JEFFERSON RD,,FALSE,FALSE,,yes,88,Y,,"88 Jefferson Road,Princeton,NJ",2,Parcel,40.35617357,-74.65856678
3557,22.01,6.01 C01,R-3,0.17,82,JEFFERSON RD,,FALSE,FALSE,,yes,82,Y,,"82 Jefferson Road,Princeton,NJ",0.965,range,40.356017,-74.657991
3560,22.01,2,R-3,0.17,98-100,JEFFERSON RD,,FALSE,FALSE,,yes,98,Y,,"98 Jefferson Road,Princeton,NJ",3,StreetSegmentInterpolation,40.35645788,-74.65834946
3561,22.01,6,R-3,0.17,82-84,JEFFERSON RD,,FALSE,FALSE,,yes,82,Y,,"82 Jefferson Road,Princeton,NJ",2,Parcel,40.35600666,-74.65841313
3562,22.01,2.01 C01,R-3,17.38,98,JEFFERSON RD,,FALSE,FALSE,,yes,98,Y,,"98 Jefferson Road,Princeton,NJ",0.965,range,40.356503,-74.658153
3564,22.01,6.02 C02,R-3,0.17,84,JEFFERSON RD,,FALSE,FALSE,,yes,84,Y,,"84 Jefferson Road,Princeton,NJ",0.965,range,40.356078,-74.658012
3565,22.01,5.01,R-3,0.09,86,JEFFERSON RD,,FALSE,FALSE,,yes,86,Y,,"86 Jefferson Road,Princeton,NJ",2,Parcel,40.35610704,-74.65854418
3567,22.02,24,R-3,0.17,89,JEFFERSON RD,,FALSE,FALSE,,yes,89,Y,,"89 Jefferson Road,Princeton,NJ",2,Parcel,40.35646177,-74.65784193
3569,22.02,25,R-3,0.17,95,JEFFERSON RD,,FALSE,FALSE,,yes,95,Y,,"95 Jefferson Road,Princeton,NJ",0.965,range,40.356474,-74.658144
3570,22.02,26,R-3,0.17,99,JEFFERSON RD,,FALSE,FALSE,,yes,99,Y,,"99 Jefferson Road,Princeton,NJ",2,Parcel,40.35672294,-74.65795247
3571,22.02,23,R-3,0.17,87,JEFFERSON RD,,FALSE,FALSE,,yes,87,Y,,"87 Jefferson Road,Princeton,NJ",0.965,range,40.356214,-74.658057
3572,22.02,22,R-3,",17",83,JEFFERSON RD,,FALSE,FALSE,,yes,83,Y,,"83 Jefferson Road,Princeton,NJ",0.965,range,40.356084,-74.658014
3573,22.02,20.01 C01,R-3,0.17,73,JEFFERSON RD,,FALSE,FALSE,,yes,73,Y,,"73 Jefferson Road,Princeton,NJ",3,StreetSegmentInterpolation,40.35579758,-74.65786372
3574,22.02,20.02 C02,R-3,0.17,75,JEFFERSON RD,,FALSE,FALSE,,yes,75,Y,,"75 Jefferson Road,Princeton,NJ",3,StreetSegmentInterpolation,40.3558615,-74.65789171
3575,22.02,18,R-3,0.17,65-67,JEFFERSON RD,,FALSE,FALSE,,yes,65,Y,,"65 Jefferson Road,Princeton,NJ",2,Parcel,40.35568737,-74.6575966
3577,22.02,18.02 C02,R-3,0.17,65,JEFFERSON RD,,FALSE,FALSE,,yes,65,Y,,"65 Jefferson Road,Princeton,NJ",0.965,range,40.3555,-74.657819
3578,22.02,15,R-3,0.2,55,JEFFERSON RD,,FALSE,FALSE,,yes,55,Y,,"55 Jefferson Road,Princeton,NJ",2,Parcel,40.3552749,-74.65733415
3579,22.02,20,R-3,0.17,73-75,JEFFERSON RD,,FALSE,FALSE,,yes,73,Y,,"73 Jefferson Road,Princeton,NJ",3,StreetSegmentInterpolation,40.35579758,-74.65786372
3580,22.02,16,R-3,0.16,57,JEFFERSON RD,,FALSE,FALSE,,yes,57,Y,,"57 Jefferson Road,Princeton,NJ",0.965,range,40.355242,-74.657688
3581,22.02,17,R-3,0.17,61-63,JEFFERSON RD,,FALSE,FALSE,,yes,61,Y,,"61 Jefferson Road,Princeton,NJ",2,Parcel,40.35550826,-74.65750465
3583,22.02,18.01 C01,R-3,0.17,67,JEFFERSON RD,,FALSE,FALSE,,yes,67,Y,,"67 Jefferson Road,Princeton,NJ",0.965,range,40.355565,-74.657841
3585,22.02,21,R-3,0.17,77-79,JEFFERSON RD,,FALSE,FALSE,,yes,77,Y,,"77 Jefferson Road,Princeton,NJ",3,StreetSegmentInterpolation,40.35592542,-74.6579197
3586,22.03,45,R-3,0.2,111,JEFFERSON RD,,FALSE,FALSE,,yes,111,Y,,"111 Jefferson Road,Princeton,NJ",0.868,street,40.357223,-74.65858
3587,25.02,31.22 C02,R-4,50.16,18,JEFFERSON RD,,FALSE,FALSE,,yes,18,Y,,"18 Jefferson Road,Princeton,NJ",3,StreetSegmentInterpolation,40.35381435,-74.65694642
3588,25.02,31.21 C01,R-4,50.16,16,JEFFERSON RD,,FALSE,FALSE,,yes,16,Y,,"16 Jefferson Road,Princeton,NJ",0.965,range,40.353704,-74.656734
3589,25.02,31.02,R-4,0.15,16-18,JEFFERSON RD,,FALSE,FALSE,,yes,16,Y,,"16 Jefferson Road,Princeton,NJ",3,StreetSegmentInterpolation,40.353752,-74.65690544
3591,25.02,36,R-3,0.2,30-32,JEFFERSON RD,,FALSE,FALSE,,yes,30,Y,,"30 Jefferson Road,Princeton,NJ",2,Parcel,40.35432499,-74.65752512
3592,25.02,38,R-3,0.21,38-40,JEFFERSON RD,,FALSE,FALSE,,yes,38,Y,,"38 Jefferson Road,Princeton,NJ",3,StreetSegmentInterpolation,40.3545661,-74.65743587
3595,25.02,33,R-3,0.17,22,JEFFERSON RD,,FALSE,FALSE,,yes,22,Y,,"22 Jefferson Road,Princeton,NJ",0.965,range,40.353793,-74.656778
3597,25.02,36.01 C01,R-3,0.09,30,JEFFERSON RD,,FALSE,FALSE,,yes,30,Y,,"30 Jefferson Road,Princeton,NJ",2,Parcel,40.35432499,-74.65752512
3600,25.02,39,R-3,0.09,42,JEFFERSON RD,,FALSE,FALSE,,yes,42,Y,,"42 Jefferson Road,Princeton,NJ",2,Parcel,40.35466039,-74.65787379
3601,25.02,76,R-3,0.09,44,JEFFERSON RD,,FALSE,FALSE,,yes,44,Y,,"44 Jefferson Road,Princeton,NJ",0.965,range,40.354728,-74.657405
3602,25.02,67,R-3,0.09,26,JEFFERSON RD,,FALSE,FALSE,,yes,26,Y,,"26 Jefferson Road,Princeton,NJ",0.965,range,40.353853,-74.656808
3603,25.02,35,R-3,0.08,28,JEFFERSON RD,,FALSE,FALSE,,yes,28,Y,,"28 Jefferson Road,Princeton,NJ",2,Parcel,40.35420599,-74.65756653
3604,25.02,73,R-3,0.1,34,JEFFERSON RD,,FALSE,FALSE,,yes,34,Y,,"34 Jefferson Road,Princeton,NJ",2,Parcel,40.35441389,-74.65770395
3605,25.03,42,R-3,0.18,37,JEFFERSON RD,,FALSE,FALSE,,yes,37,Y,,"37 Jefferson Road,Princeton,NJ",0.965,range,40.354099,-74.657
3606,25.03,43,R-3,0.08,33,JEFFERSON RD,,FALSE,FALSE,,yes,33,Y,,"33 Jefferson Road,Princeton,NJ",0.965,range,40.353942,-74.656922
3610,25.03,74,R-3,0.08,35,JEFFERSON RD,,FALSE,FALSE,,yes,35,Y,,"35 Jefferson Road,Princeton,NJ",0.965,range,40.353942,-74.656922
3611,25.03,44.02 C02,R-3,0,31,JEFFERSON RD,,FALSE,FALSE,,yes,31,Y,,"31 Jefferson Road,Princeton,NJ",0.965,range,40.353914,-74.656894
3613,25.03,41,R-3,0.19,41-43,JEFFERSON RD,,FALSE,FALSE,,yes,41,Y,,"41 Jefferson Road,Princeton,NJ",3,StreetSegmentInterpolation,40.3548178,-74.65738068
3614,25.03,44,R-3,0.15,29-31,JEFFERSON RD,,FALSE,FALSE,,yes,29,Y,,"29 Jefferson Road,Princeton,NJ",2,Parcel,40.35450677,-74.65699731
3615,25.03,47,R-3,0.13,17-19,JEFFERSON RD,,FALSE,FALSE,,yes,17,Y,,"17 Jefferson Road,Princeton,NJ",3,StreetSegmentInterpolation,40.35406776,-74.65689755
3616,5408,3,R6,0.63,501,JEFFERSON RD,,FALSE,TRUE,,,501,Y,,"501 Jefferson Road,Princeton,NJ",0.965,range,40.366906,-74.661981
3617,5408,2,R6,0.65,487,JEFFERSON RD,,FALSE,TRUE,,,487,Y,,"487 Jefferson Road,Princeton,NJ",2,Parcel,40.36648494,-74.66122982
3618,5408,1,R6,0.65,479,JEFFERSON RD,,FALSE,TRUE,,,479,Y,,"479 Jefferson Road,Princeton,NJ",0.965,range,40.36628,-74.661646
3619,7001,21,R6,0.34,294,JEFFERSON RD,,FALSE,TRUE,,,294,Y,,"294 Jefferson Road,Princeton,NJ",0.965,range,40.362761,-74.660168
3620,7001,19,R6,0.28,310,JEFFERSON RD,,FALSE,TRUE,,,310,Y,,"310 Jefferson Road,Princeton,NJ",0.965,range,40.362973,-74.660238
3621,7001,20,R6,0.36,302,JEFFERSON RD,,FALSE,TRUE,,,302,Y,,"302 Jefferson Road,Princeton,NJ",0.965,range,40.362867,-74.660203
3622,7001,22,R6,0.23,288,JEFFERSON RD,,FALSE,FALSE,,,288,Y,,"288 Jefferson Road,Princeton,NJ",2,Parcel,40.36283919,-74.66068567
3623,7006,18,R6,0.34,340,JEFFERSON RD,,FALSE,TRUE,,,340,Y,,"340 Jefferson Road,Princeton,NJ",0.965,range,40.363369,-74.660369
3625,7006,17,R6,0.43,352,JEFFERSON RD,,FALSE,TRUE,,,352,Y,,"352 Jefferson Road,Princeton,NJ",0.965,range,40.363527,-74.660421
3626,7006,16,R6,0.34,360,JEFFERSON RD,,FALSE,TRUE,,,360,Y,,"360 Jefferson Road,Princeton,NJ",0.965,range,40.363633,-74.660456
3627,7006,15,R6,0.3,368,JEFFERSON RD,,FALSE,TRUE,,,368,Y,,"368 Jefferson Road,Princeton,NJ",2,Parcel,40.36546666,-74.66181439
3628,7006,13,R6,0.46,376,JEFFERSON RD,,FALSE,TRUE,,,376,Y,,"376 Jefferson Road,Princeton,NJ",0.965,range,40.363844,-74.660525
3629,7007,4,R6,0.93,453,JEFFERSON RD,,FALSE,TRUE,,,453,Y,,"453 Jefferson Road,Princeton,NJ",2,Parcel,40.36530713,-74.66061105
3630,7007,3,R6,0.62,343,JEFFERSON RD,,FALSE,TRUE,,,343,Y,,"343 Jefferson Road,Princeton,NJ",2,Parcel,40.36498078,-74.66047245
3631,7007,5.0001,R6,0.75,463,JEFFERSON RD,,FALSE,TRUE,,,463,Y,,"463 Jefferson Road,Princeton,NJ",0.965,range,40.36582,-74.661501
3633,7007,2,R6,0.52,335,JEFFERSON RD,,FALSE,TRUE,,,335,Y,,"335 Jefferson Road,Princeton,NJ",2,Parcel,40.36471722,-74.66042585
3634,7009,4,R6,0.75,297,JEFFERSON RD,,FALSE,TRUE,,,297,Y,,"297 Jefferson Road,Princeton,NJ",2,Parcel,40.36353123,-74.65975345
3635,7009,3,R6,0.75,289,JEFFERSON RD,,FALSE,TRUE,,,289,Y,,"289 Jefferson Road,Princeton,NJ",2,Parcel,40.36327026,-74.65964228
3636,7009,2,R6,0.46,281,JEFFERSON RD,,FALSE,TRUE,,,281,Y,,"281 Jefferson Road,Princeton,NJ",0.965,range,40.36325,-74.660329
3637,7009,1,R6,0.46,273,JEFFERSON RD,,FALSE,TRUE,,,273,Y,,"273 Jefferson Road,Princeton,NJ",2,Parcel,40.36269609,-74.65963458
3638,7105,11,R6,0.34,262,JEFFERSON RD,,FALSE,TRUE,,,262,Y,,"262 Jefferson Road,Princeton,NJ",0.965,range,40.362365,-74.660038
3639,7105,16,R6,0.45,200,JEFFERSON RD,,FALSE,TRUE,yes,,200,Y,,"200 Jefferson Road,Princeton,NJ",0.965,range,40.360279,-74.659865
3640,7105,15,R6,0.6,226,JEFFERSON RD,,FALSE,TRUE,yes,,226,Y,,"226 Jefferson Road,Princeton,NJ",0.965,range,40.36156,-74.659654
3641,7105,14,R6,1.03,236,JEFFERSON RD,,FALSE,TRUE,yes,,236,Y,,"236 Jefferson Road,Princeton,NJ",2,Parcel,40.36111411,-74.66036521
3642,7105,12,R6,0.46,254,JEFFERSON RD,,FALSE,TRUE,,,254,Y,,"254 Jefferson Road,Princeton,NJ",0.965,range,40.362185,-74.659912
3643,7105,13,R6,0.69,246,JEFFERSON RD,,FALSE,TRUE,,,246,Y,,"246 Jefferson Road,Princeton,NJ",0.965,range,40.362005,-74.659852
3644,7106,1,R6,0.66,225,JEFFERSON RD,,FALSE,TRUE,yes,,225,Y,,"225 Jefferson Road,Princeton,NJ",0.965,range,40.361473,-74.659616
3645,7107,10,R8,0.22,184,JEFFERSON RD,,FALSE,TRUE,yes,,184,Y,,"184 Jefferson Road,Princeton,NJ",0.965,range,40.359838,-74.659567
3646,7107,9,R8,0.24,188,JEFFERSON RD,,FALSE,TRUE,yes,,188,Y,,"188 Jefferson Road,Princeton,NJ",2,Parcel,40.36010398,-74.66022257
3647,7107,11,R8,0.22,180,JEFFERSON RD,,FALSE,TRUE,yes,,180,Y,,"180 Jefferson Road,Princeton,NJ",0.965,range,40.359712,-74.659526
3648,7107,12,R8,0.22,176,JEFFERSON RD,,FALSE,TRUE,yes,,176,Y,,"176 Jefferson Road,Princeton,NJ",2,Parcel,40.35962535,-74.66002895
3649,7107,13,R8,0.22,174,JEFFERSON RD,,FALSE,TRUE,yes,,174,Y,,"174 Jefferson Road,Princeton,NJ",0.965,range,40.359524,-74.659464
3650,7107,14,R8,0.22,170,JEFFERSON RD,,FALSE,TRUE,,,170,Y,,"170 Jefferson Road,Princeton,NJ",0.965,range,40.359399,-74.659423
3651,7107,15,R8,0.22,166,JEFFERSON RD,,FALSE,TRUE,,,166,Y,,"166 Jefferson Road,Princeton,NJ",0.965,range,40.359274,-74.659382
3652,7107,16,R8,0.22,162,JEFFERSON RD,,FALSE,TRUE,,,162,Y,,"162 Jefferson Road,Princeton,NJ",0.965,range,40.359148,-74.659341
3655,7108,16,R8,0.1,132,JEFFERSON RD,,FALSE,FALSE,,,132,Y,,"132 Jefferson Road,Princeton,NJ",0.965,range,40.358038,-74.658874
3657,7108,11,R8,0.21,144,JEFFERSON RD,,FALSE,TRUE,,,144,Y,,"144 Jefferson Road,Princeton,NJ",0.965,range,40.358647,-74.659176
3659,7108,18,R8,0.1,128,JEFFERSON RD,,FALSE,FALSE,,,128,Y,,"128 Jefferson Road,Princeton,NJ",0.965,range,40.357835,-74.658807
3661,7108,21.0001,R8,0.1,120,JEFFERSON RD,,FALSE,FALSE,,,120,Y,,"120 Jefferson Road,Princeton,NJ",0.965,range,40.357427,-74.658642
3663,7108,14,R8,0.21,136,JEFFERSON RD,,FALSE,TRUE,,,136,Y,,"136 Jefferson Road,Princeton,NJ",0.965,range,40.358241,-74.65894
3665,7108,17,R8,0.1,130,JEFFERSON RD,,FALSE,FALSE,,,130,Y,,"130 Jefferson Road,Princeton,NJ",2,Parcel,40.35781032,-74.65925936
3666,7108,21.0002,R8,0.11,118,JEFFERSON RD,,FALSE,FALSE,,,118,Y,,"118 Jefferson Road,Princeton,NJ",0.965,range,40.357325,-74.658611
3667,7109,6,R8,0.1,127,JEFFERSON RD,,FALSE,FALSE,,,127,Y,,"127 Jefferson Road,Princeton,NJ",2,Parcel,40.35784269,-74.65843278
3668,7109,7,R8,0.1,129,JEFFERSON RD,,FALSE,FALSE,,,129,Y,,"129 Jefferson Road,Princeton,NJ",0.965,range,40.357895,-74.658827
3669,7109,9.0002,R8,0.1,133,JEFFERSON RD,,FALSE,FALSE,,,133,Y,,"133 Jefferson Road,Princeton,NJ",0.965,range,40.358062,-74.658881
3670,7109,9.0001,R8,0.1,135,JEFFERSON RD,,FALSE,FALSE,,,135,Y,,"135 Jefferson Road,Princeton,NJ",0.965,range,40.358145,-74.658909
3671,7109,10.0002,R8,0.1,139,JEFFERSON RD,,FALSE,FALSE,,,139,Y,,"139 Jefferson Road,Princeton,NJ",2,Parcel,40.35825232,-74.65863881
